instant,date,season,year,month,hour,holiday,weekday,workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,total_rentals,time_group
4069,2011-06-23,Fall,2011,6,10,0,4,1,Mist,0.76,0.7273,0.66,0.1343,39,88,127,Midday
4070,2011-06-23,Fall,2011,6,11,0,4,1,Light Rain,0.76,0.7273,0.66,0.2537,28,108,136,Midday
4071,2011-06-23,Fall,2011,6,12,0,4,1,Mist,0.76,0.7273,0.66,0.2836,30,130,160,Midday
4072,2011-06-23,Fall,2011,6,13,0,4,1,Mist,0.76,0.7121,0.62,0.2836,37,149,186,Midday
4073,2011-06-23,Fall,2011,6,14,0,4,1,Mist,0.76,0.7273,0.66,0.2985,46,103,149,Midday
4074,2011-06-23,Fall,2011,6,15,0,4,1,Mist,0.76,0.697,0.52,0.3582,62,127,189,Midday
4075,2011-06-23,Fall,2011,6,16,0,4,1,Mist,0.74,0.6818,0.62,0.2985,58,217,275,Evening Rush
4076,2011-06-23,Fall,2011,6,17,0,4,1,Mist,0.72,0.6818,0.7,0.3582,74,495,569,Evening Rush
4077,2011-06-23,Fall,2011,6,18,0,4,1,Clear,0.72,0.6818,0.7,0.4179,57,483,540,Evening Rush
4078,2011-06-23,Fall,2011,6,19,0,4,1,Clear,0.72,0.6818,0.7,0.3582,56,344,400,Evening Rush
4079,2011-06-23,Fall,2011,6,20,0,4,1,Clear,0.7,0.6667,0.74,0.2239,75,277,352,Midnight
4080,2011-06-23,Fall,2011,6,21,0,4,1,Clear,0.7,0.6667,0.74,0.194,46,188,234,Midnight
4081,2011-06-23,Fall,2011,6,22,0,4,1,Mist,0.7,0.6667,0.74,0.2239,23,139,162,Midnight
4082,2011-06-23,Fall,2011,6,23,0,4,1,Clear,0.7,0.6667,0.74,0.2836,15,90,105,Midnight
4083,2011-06-24,Fall,2011,6,0,0,5,1,Clear,0.68,0.6364,0.79,0.194,10,53,63,Midnight
4084,2011-06-24,Fall,2011,6,1,0,5,1,Clear,0.66,0.6061,0.83,0.3284,8,20,28,Midnight
4085,2011-06-24,Fall,2011,6,2,0,5,1,Clear,0.66,0.6061,0.83,0.3284,4,10,14,Midnight
4086,2011-06-24,Fall,2011,6,3,0,5,1,Clear,0.66,0.6061,0.83,0.1642,1,4,5,Midnight
4087,2011-06-24,Fall,2011,6,4,0,5,1,Clear,0.66,0.6061,0.83,0.0896,1,8,9,Midnight
4088,2011-06-24,Fall,2011,6,5,0,5,1,Clear,0.64,0.5758,0.89,0.0896,2,18,20,Midnight
4089,2011-06-24,Fall,2011,6,6,0,5,1,Clear,0.66,0.6061,0.83,0.1343,4,87,91,Morning Rush
4090,2011-06-24,Fall,2011,6,7,0,5,1,Mist,0.66,0.6061,0.83,0.2239,21,247,268,Morning Rush
4091,2011-06-24,Fall,2011,6,8,0,5,1,Clear,0.7,0.6667,0.74,0.2239,27,439,466,Morning Rush
4092,2011-06-24,Fall,2011,6,9,0,5,1,Clear,0.74,0.6818,0.62,0.1343,28,203,231,Morning Rush
4093,2011-06-24,Fall,2011,6,10,0,5,1,Clear,0.8,0.7273,0.43,0.2836,43,102,145,Midday
4094,2011-06-24,Fall,2011,6,11,0,5,1,Clear,0.8,0.7121,0.38,0.3284,56,147,203,Midday
4095,2011-06-24,Fall,2011,6,12,0,5,1,Clear,0.8,0.7121,0.41,0.2836,51,150,201,Midday
4096,2011-06-24,Fall,2011,6,13,0,5,1,Clear,0.8,0.7121,0.36,0.2239,43,178,221,Midday
4097,2011-06-24,Fall,2011,6,14,0,5,1,Clear,0.78,0.697,0.43,0.2836,67,162,229,Midday
4098,2011-06-24,Fall,2011,6,15,0,5,1,Clear,0.82,0.7273,0.34,0.3881,69,147,216,Midday
4099,2011-06-24,Fall,2011,6,16,0,5,1,Clear,0.8,0.697,0.33,0.4179,80,247,327,Evening Rush
4100,2011-06-24,Fall,2011,6,17,0,5,1,Clear,0.76,0.6667,0.37,0.2537,85,472,557,Evening Rush
4101,2011-06-24,Fall,2011,6,18,0,5,1,Clear,0.76,0.6667,0.37,0.2985,87,365,452,Evening Rush
4102,2011-06-24,Fall,2011,6,19,0,5,1,Clear,0.74,0.6515,0.4,0.2239,92,293,385,Evening Rush
4103,2011-06-24,Fall,2011,6,20,0,5,1,Clear,0.72,0.6515,0.45,0.1642,66,222,288,Midnight
4104,2011-06-24,Fall,2011,6,21,0,5,1,Clear,0.7,0.6515,0.48,0.1343,50,183,233,Midnight
4105,2011-06-24,Fall,2011,6,22,0,5,1,Clear,0.7,0.6515,0.48,0.0,41,126,167,Midnight
4106,2011-06-24,Fall,2011,6,23,0,5,1,Clear,0.68,0.6364,0.51,0.1343,33,139,172,Midnight
4107,2011-06-25,Fall,2011,6,0,0,6,0,Clear,0.68,0.6364,0.47,0.1642,19,97,116,Midnight
4108,2011-06-25,Fall,2011,6,1,0,6,0,Clear,0.66,0.6212,0.5,0.1642,20,75,95,Midnight
4109,2011-06-25,Fall,2011,6,2,0,6,0,Mist,0.66,0.6212,0.5,0.194,8,51,59,Midnight
4110,2011-06-25,Fall,2011,6,3,0,6,0,Clear,0.64,0.6212,0.57,0.194,18,21,39,Midnight
4111,2011-06-25,Fall,2011,6,4,0,6,0,Clear,0.64,0.6212,0.57,0.194,7,4,11,Midnight
4112,2011-06-25,Fall,2011,6,5,0,6,0,Clear,0.62,0.6061,0.61,0.1343,6,8,14,Midnight
4113,2011-06-25,Fall,2011,6,6,0,6,0,Clear,0.64,0.6212,0.57,0.2239,12,17,29,Morning Rush
4114,2011-06-25,Fall,2011,6,7,0,6,0,Clear,0.64,0.6212,0.57,0.2836,7,35,42,Morning Rush
4115,2011-06-25,Fall,2011,6,8,0,6,0,Clear,0.7,0.6515,0.48,0.2537,27,85,112,Morning Rush
4116,2011-06-25,Fall,2011,6,9,0,6,0,Clear,0.72,0.6515,0.45,0.2537,47,139,186,Morning Rush
4117,2011-06-25,Fall,2011,6,10,0,6,0,Clear,0.72,0.6515,0.45,0.194,99,203,302,Midday
4118,2011-06-25,Fall,2011,6,11,0,6,0,Clear,0.74,0.6667,0.42,0.0,122,209,331,Midday
4119,2011-06-25,Fall,2011,6,12,0,6,0,Clear,0.74,0.6515,0.4,0.2836,140,252,392,Midday
4120,2011-06-25,Fall,2011,6,13,0,6,0,Clear,0.74,0.6515,0.4,0.2836,140,231,371,Midday
4121,2011-06-25,Fall,2011,6,14,0,6,0,Clear,0.74,0.6667,0.45,0.2985,151,232,383,Midday
4122,2011-06-25,Fall,2011,6,15,0,6,0,Clear,0.74,0.6667,0.45,0.0,157,235,392,Midday
4123,2011-06-25,Fall,2011,6,16,0,6,0,Clear,0.76,0.6818,0.43,0.2985,175,235,410,Evening Rush
4124,2011-06-25,Fall,2011,6,17,0,6,0,Clear,0.74,0.6667,0.42,0.2239,152,247,399,Evening Rush
4125,2011-06-25,Fall,2011,6,18,0,6,0,Clear,0.72,0.6515,0.45,0.2537,108,199,307,Evening Rush
4126,2011-06-25,Fall,2011,6,19,0,6,0,Clear,0.72,0.6667,0.48,0.2836,121,254,375,Evening Rush
4127,2011-06-25,Fall,2011,6,20,0,6,0,Clear,0.7,0.6515,0.48,0.194,74,195,269,Midnight
4128,2011-06-25,Fall,2011,6,21,0,6,0,Clear,0.68,0.6364,0.51,0.1642,62,140,202,Midnight
4129,2011-06-25,Fall,2011,6,22,0,6,0,Clear,0.68,0.6364,0.47,0.194,61,126,187,Midnight
4130,2011-06-25,Fall,2011,6,23,0,6,0,Mist,0.66,0.6212,0.5,0.2985,49,130,179,Midnight
4131,2011-06-26,Fall,2011,6,0,0,0,0,Clear,0.64,0.6212,0.53,0.0,30,85,115,Midnight
4132,2011-06-26,Fall,2011,6,1,0,0,0,Clear,0.64,0.6212,0.53,0.1045,17,73,90,Midnight
4133,2011-06-26,Fall,2011,6,2,0,0,0,Clear,0.62,0.6212,0.57,0.1045,17,70,87,Midnight
4134,2011-06-26,Fall,2011,6,3,0,0,0,Clear,0.6,0.6061,0.64,0.1045,12,22,34,Midnight
4135,2011-06-26,Fall,2011,6,4,0,0,0,Clear,0.6,0.6061,0.64,0.0896,3,8,11,Midnight
4136,2011-06-26,Fall,2011,6,5,0,0,0,Clear,0.6,0.6061,0.64,0.0,3,9,12,Midnight
4137,2011-06-26,Fall,2011,6,6,0,0,0,Clear,0.6,0.6061,0.64,0.0,7,13,20,Morning Rush
4138,2011-06-26,Fall,2011,6,7,0,0,0,Clear,0.62,0.6061,0.61,0.0,24,27,51,Morning Rush
4139,2011-06-26,Fall,2011,6,8,0,0,0,Clear,0.64,0.6212,0.61,0.194,29,78,107,Morning Rush
4140,2011-06-26,Fall,2011,6,9,0,0,0,Clear,0.66,0.6212,0.54,0.0896,75,131,206,Morning Rush
4141,2011-06-26,Fall,2011,6,10,0,0,0,Clear,0.72,0.6667,0.48,0.1045,136,196,332,Midday
4142,2011-06-26,Fall,2011,6,11,0,0,0,Clear,0.72,0.6515,0.45,0.1343,127,219,346,Midday
4143,2011-06-26,Fall,2011,6,12,0,0,0,Clear,0.74,0.6515,0.4,0.1642,175,268,443,Midday
4144,2011-06-26,Fall,2011,6,13,0,0,0,Clear,0.74,0.6515,0.4,0.0,197,245,442,Midday
4145,2011-06-26,Fall,2011,6,14,0,0,0,Clear,0.74,0.6515,0.4,0.1343,197,246,443,Midday
4146,2011-06-26,Fall,2011,6,15,0,0,0,Clear,0.74,0.6515,0.4,0.0,174,229,403,Midday
4147,2011-06-26,Fall,2011,6,16,0,0,0,Clear,0.74,0.6667,0.42,0.194,177,278,455,Evening Rush
4148,2011-06-26,Fall,2011,6,17,0,0,0,Mist,0.72,0.6515,0.42,0.1642,178,243,421,Evening Rush
4149,2011-06-26,Fall,2011,6,18,0,0,0,Mist,0.72,0.6515,0.45,0.2537,117,265,382,Evening Rush
4150,2011-06-26,Fall,2011,6,19,0,0,0,Mist,0.72,0.6667,0.48,0.1343,89,228,317,Evening Rush
4151,2011-06-26,Fall,2011,6,20,0,0,0,Mist,0.7,0.6515,0.48,0.1045,55,158,213,Midnight
4152,2011-06-26,Fall,2011,6,21,0,0,0,Mist,0.7,0.6515,0.54,0.1045,48,135,183,Midnight
4153,2011-06-26,Fall,2011,6,22,0,0,0,Clear,0.7,0.6515,0.51,0.0,19,95,114,Midnight
4154,2011-06-26,Fall,2011,6,23,0,0,0,Clear,0.7,0.6515,0.54,0.0896,14,64,78,Midnight
4155,2011-06-27,Fall,2011,6,0,0,1,1,Light Rain,0.64,0.6061,0.73,0.2836,7,25,32,Midnight
4156,2011-06-27,Fall,2011,6,1,0,1,1,Mist,0.62,0.5909,0.78,0.1343,4,11,15,Midnight
4157,2011-06-27,Fall,2011,6,2,0,1,1,Light Rain,0.62,0.5909,0.78,0.1343,3,3,6,Midnight
4158,2011-06-27,Fall,2011,6,3,0,1,1,Light Rain,0.62,0.5909,0.78,0.1343,0,2,2,Midnight
4159,2011-06-27,Fall,2011,6,4,0,1,1,Mist,0.6,0.5606,0.83,0.1642,1,8,9,Midnight
4160,2011-06-27,Fall,2011,6,5,0,1,1,Mist,0.62,0.5758,0.83,0.1642,1,21,22,Midnight
4161,2011-06-27,Fall,2011,6,6,0,1,1,Mist,0.62,0.5909,0.78,0.1642,4,90,94,Morning Rush
4162,2011-06-27,Fall,2011,6,7,0,1,1,Mist,0.64,0.6061,0.73,0.2239,14,247,261,Morning Rush
4163,2011-06-27,Fall,2011,6,8,0,1,1,Clear,0.66,0.6212,0.74,0.194,29,418,447,Morning Rush
4164,2011-06-27,Fall,2011,6,9,0,1,1,Mist,0.72,0.6667,0.54,0.0,37,150,187,Morning Rush
4165,2011-06-27,Fall,2011,6,10,0,1,1,Mist,0.72,0.6667,0.54,0.1343,55,95,150,Midday
4166,2011-06-27,Fall,2011,6,11,0,1,1,Mist,0.7,0.6515,0.58,0.0,55,95,150,Midday
4167,2011-06-27,Fall,2011,6,12,0,1,1,Mist,0.72,0.6667,0.54,0.0,40,130,170,Midday
4168,2011-06-27,Fall,2011,6,13,0,1,1,Mist,0.72,0.6667,0.58,0.2239,37,127,164,Midday
4169,2011-06-27,Fall,2011,6,14,0,1,1,Mist,0.72,0.6667,0.58,0.0896,58,100,158,Midday
4170,2011-06-27,Fall,2011,6,15,0,1,1,Mist,0.74,0.6818,0.55,0.0,76,126,202,Midday
4171,2011-06-27,Fall,2011,6,16,0,1,1,Clear,0.74,0.6818,0.55,0.1045,53,222,275,Evening Rush
4172,2011-06-27,Fall,2011,6,17,0,1,1,Clear,0.74,0.6818,0.55,0.1343,90,514,604,Evening Rush
4173,2011-06-27,Fall,2011,6,18,0,1,1,Clear,0.74,0.6667,0.51,0.0,79,512,591,Evening Rush
4174,2011-06-27,Fall,2011,6,19,0,1,1,Clear,0.72,0.6818,0.62,0.194,56,340,396,Evening Rush
4175,2011-06-27,Fall,2011,6,20,0,1,1,Clear,0.7,0.6515,0.65,0.1045,54,251,305,Midnight
4176,2011-06-27,Fall,2011,6,21,0,1,1,Clear,0.7,0.6515,0.65,0.0,52,190,242,Midnight
4177,2011-06-27,Fall,2011,6,22,0,1,1,Clear,0.68,0.6364,0.69,0.0,33,112,145,Midnight
4178,2011-06-27,Fall,2011,6,23,0,1,1,Clear,0.68,0.6364,0.69,0.0,16,65,81,Midnight
4179,2011-06-28,Fall,2011,6,0,0,2,1,Mist,0.66,0.6061,0.78,0.1343,5,25,30,Midnight
4180,2011-06-28,Fall,2011,6,1,0,2,1,Clear,0.66,0.6212,0.74,0.0,5,8,13,Midnight
4181,2011-06-28,Fall,2011,6,2,0,2,1,Mist,0.66,0.6212,0.74,0.0,2,9,11,Midnight
4182,2011-06-28,Fall,2011,6,3,0,2,1,Mist,0.66,0.6212,0.74,0.0,0,2,2,Midnight
4183,2011-06-28,Fall,2011,6,4,0,2,1,Clear,0.66,0.6212,0.74,0.0,1,7,8,Midnight
4184,2011-06-28,Fall,2011,6,5,0,2,1,Clear,0.66,0.6061,0.78,0.0,1,20,21,Midnight
4185,2011-06-28,Fall,2011,6,6,0,2,1,Clear,0.66,0.6061,0.83,0.1642,7,117,124,Morning Rush
4186,2011-06-28,Fall,2011,6,7,0,2,1,Clear,0.68,0.6364,0.83,0.194,27,320,347,Morning Rush
4187,2011-06-28,Fall,2011,6,8,0,2,1,Clear,0.7,0.6667,0.79,0.1642,39,417,456,Morning Rush
4188,2011-06-28,Fall,2011,6,9,0,2,1,Clear,0.74,0.697,0.7,0.0,38,208,246,Morning Rush
4189,2011-06-28,Fall,2011,6,10,0,2,1,Clear,0.8,0.7424,0.49,0.1642,45,112,157,Midday
4190,2011-06-28,Fall,2011,6,11,0,2,1,Clear,0.82,0.7576,0.46,0.0,49,118,167,Midday
4191,2011-06-28,Fall,2011,6,12,0,2,1,Clear,0.84,0.7727,0.47,0.2239,41,161,202,Midday
4192,2011-06-28,Fall,2011,6,13,0,2,1,Clear,0.84,0.7576,0.44,0.0,33,156,189,Midday
4193,2011-06-28,Fall,2011,6,14,0,2,1,Clear,0.86,0.7879,0.44,0.2239,43,117,160,Midday
4194,2011-06-28,Fall,2011,6,15,0,2,1,Clear,0.86,0.7879,0.41,0.0,39,127,166,Midday
4195,2011-06-28,Fall,2011,6,16,0,2,1,Clear,0.86,0.803,0.47,0.2836,41,220,261,Evening Rush
4196,2011-06-28,Fall,2011,6,17,0,2,1,Light Rain,0.82,0.7879,0.56,0.2836,70,509,579,Evening Rush
4197,2011-06-28,Fall,2011,6,18,0,2,1,Light Rain,0.8,0.7576,0.55,0.2985,68,436,504,Evening Rush
4198,2011-06-28,Fall,2011,6,19,0,2,1,Mist,0.74,0.6818,0.58,0.4627,44,255,299,Evening Rush
4199,2011-06-28,Fall,2011,6,20,0,2,1,Clear,0.74,0.6818,0.62,0.0,50,246,296,Midnight
4200,2011-06-28,Fall,2011,6,21,0,2,1,Clear,0.74,0.697,0.66,0.2836,31,164,195,Midnight
4201,2011-06-28,Fall,2011,6,22,0,2,1,Clear,0.7,0.6515,0.7,0.2985,30,104,134,Midnight
4202,2011-06-28,Fall,2011,6,23,0,2,1,Clear,0.7,0.6515,0.7,0.2836,23,58,81,Midnight
4203,2011-06-29,Fall,2011,6,0,0,3,1,Mist,0.68,0.6364,0.79,0.2836,11,25,36,Midnight
4204,2011-06-29,Fall,2011,6,1,0,3,1,Clear,0.68,0.6364,0.79,0.2985,10,18,28,Midnight
4205,2011-06-29,Fall,2011,6,2,0,3,1,Clear,0.66,0.6061,0.83,0.2239,7,9,16,Midnight
4206,2011-06-29,Fall,2011,6,3,0,3,1,Mist,0.66,0.6061,0.83,0.1045,2,3,5,Midnight
4207,2011-06-29,Fall,2011,6,4,0,3,1,Clear,0.66,0.6061,0.83,0.1045,0,5,5,Midnight
4208,2011-06-29,Fall,2011,6,5,0,3,1,Clear,0.64,0.5758,0.83,0.194,3,19,22,Midnight
4209,2011-06-29,Fall,2011,6,6,0,3,1,Clear,0.66,0.6212,0.69,0.2985,12,104,116,Morning Rush
4210,2011-06-29,Fall,2011,6,7,0,3,1,Clear,0.7,0.6515,0.54,0.2239,18,318,336,Morning Rush
4211,2011-06-29,Fall,2011,6,8,0,3,1,Clear,0.7,0.6515,0.48,0.2836,41,499,540,Morning Rush
4212,2011-06-29,Fall,2011,6,9,0,3,1,Clear,0.72,0.6515,0.45,0.3881,32,189,221,Morning Rush
4213,2011-06-29,Fall,2011,6,10,0,3,1,Clear,0.74,0.6667,0.42,0.2836,31,95,126,Midday
4214,2011-06-29,Fall,2011,6,11,0,3,1,Clear,0.76,0.6667,0.35,0.2239,53,117,170,Midday
4215,2011-06-29,Fall,2011,6,12,0,3,1,Clear,0.76,0.6667,0.35,0.2537,55,188,243,Midday
4216,2011-06-29,Fall,2011,6,13,0,3,1,Clear,0.8,0.697,0.31,0.3284,45,186,231,Midday
4217,2011-06-29,Fall,2011,6,14,0,3,1,Clear,0.8,0.697,0.31,0.194,50,138,188,Midday
4218,2011-06-29,Fall,2011,6,15,0,3,1,Clear,0.82,0.7121,0.3,0.1642,43,146,189,Midday
4219,2011-06-29,Fall,2011,6,16,0,3,1,Clear,0.82,0.7121,0.3,0.4179,60,268,328,Evening Rush
4220,2011-06-29,Fall,2011,6,17,0,3,1,Clear,0.82,0.7121,0.26,0.4179,78,492,570,Evening Rush
4221,2011-06-29,Fall,2011,6,18,0,3,1,Clear,0.8,0.697,0.29,0.2985,78,510,588,Evening Rush
4222,2011-06-29,Fall,2011,6,19,0,3,1,Clear,0.76,0.6667,0.35,0.3881,60,341,401,Evening Rush
4223,2011-06-29,Fall,2011,6,20,0,3,1,Clear,0.74,0.6515,0.37,0.2985,69,264,333,Midnight
4224,2011-06-29,Fall,2011,6,21,0,3,1,Clear,0.72,0.6515,0.39,0.2239,26,195,221,Midnight
4225,2011-06-29,Fall,2011,6,22,0,3,1,Clear,0.7,0.6364,0.42,0.194,32,151,183,Midnight
4226,2011-06-29,Fall,2011,6,23,0,3,1,Clear,0.68,0.6364,0.47,0.194,32,97,129,Midnight
4227,2011-06-30,Fall,2011,6,0,0,4,1,Clear,0.66,0.6212,0.5,0.1642,15,39,54,Midnight
4228,2011-06-30,Fall,2011,6,1,0,4,1,Clear,0.64,0.6212,0.53,0.1343,13,19,32,Midnight
4229,2011-06-30,Fall,2011,6,2,0,4,1,Clear,0.62,0.6212,0.57,0.1343,2,6,8,Midnight
4230,2011-06-30,Fall,2011,6,3,0,4,1,Clear,0.6,0.6061,0.6,0.1642,2,7,9,Midnight
4231,2011-06-30,Fall,2011,6,4,0,4,1,Clear,0.58,0.5455,0.64,0.1343,2,4,6,Midnight
4232,2011-06-30,Fall,2011,6,5,0,4,1,Clear,0.58,0.5455,0.64,0.2537,1,24,25,Midnight
4233,2011-06-30,Fall,2011,6,6,0,4,1,Clear,0.6,0.6061,0.64,0.2537,4,119,123,Morning Rush
4234,2011-06-30,Fall,2011,6,7,0,4,1,Clear,0.62,0.6061,0.61,0.2239,29,291,320,Morning Rush
4235,2011-06-30,Fall,2011,6,8,0,4,1,Clear,0.68,0.6364,0.47,0.2239,44,511,555,Morning Rush
4236,2011-06-30,Fall,2011,6,9,0,4,1,Clear,0.7,0.6364,0.42,0.2239,33,227,260,Morning Rush
4237,2011-06-30,Fall,2011,6,10,0,4,1,Clear,0.72,0.6515,0.42,0.194,35,97,132,Midday
4238,2011-06-30,Fall,2011,6,11,0,4,1,Clear,0.74,0.6515,0.37,0.1343,47,122,169,Midday
4239,2011-06-30,Fall,2011,6,12,0,4,1,Clear,0.76,0.6667,0.35,0.1642,50,183,233,Midday
4240,2011-06-30,Fall,2011,6,13,0,4,1,Clear,0.76,0.6667,0.33,0.194,70,162,232,Midday
4241,2011-06-30,Fall,2011,6,14,0,4,1,Clear,0.78,0.6818,0.31,0.194,46,117,163,Midday
4242,2011-06-30,Fall,2011,6,15,0,4,1,Clear,0.78,0.6667,0.25,0.2537,64,176,240,Midday
4243,2011-06-30,Fall,2011,6,16,0,4,1,Clear,0.8,0.697,0.26,0.1343,63,260,323,Evening Rush
4244,2011-06-30,Fall,2011,6,17,0,4,1,Clear,0.78,0.6818,0.27,0.3582,98,496,594,Evening Rush
4245,2011-06-30,Fall,2011,6,18,0,4,1,Clear,0.76,0.6667,0.29,0.2537,114,472,586,Evening Rush
4246,2011-06-30,Fall,2011,6,19,0,4,1,Clear,0.74,0.6515,0.33,0.194,89,366,455,Evening Rush
4247,2011-06-30,Fall,2011,6,20,0,4,1,Clear,0.74,0.6515,0.33,0.194,55,285,340,Midnight
4248,2011-06-30,Fall,2011,6,21,0,4,1,Clear,0.72,0.6515,0.37,0.1045,81,242,323,Midnight
4249,2011-06-30,Fall,2011,6,22,0,4,1,Clear,0.7,0.6364,0.42,0.1642,43,164,207,Midnight
4250,2011-06-30,Fall,2011,6,23,0,4,1,Clear,0.66,0.6212,0.5,0.0,27,99,126,Midnight
4251,2011-07-01,Fall,2011,7,0,0,5,1,Clear,0.66,0.6212,0.5,0.0,20,48,68,Midnight
4252,2011-07-01,Fall,2011,7,1,0,5,1,Clear,0.66,0.6212,0.5,0.0,15,16,31,Midnight
4253,2011-07-01,Fall,2011,7,2,0,5,1,Clear,0.62,0.6061,0.69,0.0,6,7,13,Midnight
4254,2011-07-01,Fall,2011,7,3,0,5,1,Clear,0.64,0.6212,0.53,0.0,5,6,11,Midnight
4255,2011-07-01,Fall,2011,7,4,0,5,1,Clear,0.62,0.6212,0.57,0.0,1,5,6,Midnight
4256,2011-07-01,Fall,2011,7,5,0,5,1,Clear,0.6,0.6061,0.64,0.1343,3,27,30,Midnight
4257,2011-07-01,Fall,2011,7,6,0,5,1,Clear,0.62,0.6061,0.61,0.1343,11,97,108,Morning Rush
4258,2011-07-01,Fall,2011,7,7,0,5,1,Clear,0.66,0.6212,0.54,0.1045,25,218,243,Morning Rush
4259,2011-07-01,Fall,2011,7,8,0,5,1,Clear,0.7,0.6364,0.42,0.1642,39,453,492,Morning Rush
4260,2011-07-01,Fall,2011,7,9,0,5,1,Clear,0.74,0.6515,0.35,0.1642,58,202,260,Morning Rush
4261,2011-07-01,Fall,2011,7,10,0,5,1,Clear,0.76,0.6667,0.33,0.1642,61,109,170,Midday
4262,2011-07-01,Fall,2011,7,11,0,5,1,Clear,0.8,0.697,0.26,0.0,68,146,214,Midday
4263,2011-07-01,Fall,2011,7,12,0,5,1,Clear,0.8,0.697,0.26,0.0,83,180,263,Midday
4264,2011-07-01,Fall,2011,7,13,0,5,1,Clear,0.8,0.6818,0.24,0.0,83,209,292,Midday
4265,2011-07-01,Fall,2011,7,14,0,5,1,Clear,0.82,0.697,0.23,0.194,78,225,303,Midday
4266,2011-07-01,Fall,2011,7,15,0,5,1,Clear,0.82,0.697,0.21,0.2537,82,299,381,Midday
4267,2011-07-01,Fall,2011,7,16,0,5,1,Clear,0.82,0.697,0.17,0.0,85,342,427,Evening Rush
4268,2011-07-01,Fall,2011,7,17,0,5,1,Clear,0.82,0.697,0.21,0.194,99,362,461,Evening Rush
4269,2011-07-01,Fall,2011,7,18,0,5,1,Clear,0.8,0.6818,0.24,0.2537,98,324,422,Evening Rush
4270,2011-07-01,Fall,2011,7,19,0,5,1,Clear,0.78,0.6667,0.25,0.194,80,238,318,Evening Rush
4271,2011-07-01,Fall,2011,7,20,0,5,1,Clear,0.72,0.6515,0.42,0.2239,84,185,269,Midnight
4272,2011-07-01,Fall,2011,7,21,0,5,1,Clear,0.7,0.6364,0.45,0.194,69,149,218,Midnight
4273,2011-07-01,Fall,2011,7,22,0,5,1,Clear,0.7,0.6364,0.42,0.0,49,173,222,Midnight
4274,2011-07-01,Fall,2011,7,23,0,5,1,Clear,0.68,0.6364,0.47,0.0896,44,96,140,Midnight
4275,2011-07-02,Fall,2011,7,0,0,6,0,Clear,0.68,0.6364,0.47,0.0896,31,84,115,Midnight
4276,2011-07-02,Fall,2011,7,1,0,6,0,Clear,0.66,0.6212,0.54,0.0,20,58,78,Midnight
4277,2011-07-02,Fall,2011,7,2,0,6,0,Clear,0.64,0.6212,0.53,0.0,9,43,52,Midnight
4278,2011-07-02,Fall,2011,7,3,0,6,0,Clear,0.64,0.6212,0.53,0.0,5,21,26,Midnight
4279,2011-07-02,Fall,2011,7,4,0,6,0,Clear,0.62,0.6061,0.61,0.0,3,8,11,Midnight
4280,2011-07-02,Fall,2011,7,5,0,6,0,Clear,0.58,0.5455,0.73,0.1045,1,13,14,Midnight
4281,2011-07-02,Fall,2011,7,6,0,6,0,Clear,0.62,0.6061,0.69,0.1045,11,21,32,Morning Rush
4282,2011-07-02,Fall,2011,7,7,0,6,0,Clear,0.64,0.6061,0.65,0.0,10,35,45,Morning Rush
4283,2011-07-02,Fall,2011,7,8,0,6,0,Clear,0.68,0.6364,0.57,0.0,38,94,132,Morning Rush
4284,2011-07-02,Fall,2011,7,9,0,6,0,Clear,0.74,0.6667,0.51,0.0896,55,124,179,Morning Rush
4285,2011-07-02,Fall,2011,7,10,0,6,0,Clear,0.8,0.7121,0.36,0.0,103,168,271,Midday
4286,2011-07-02,Fall,2011,7,11,0,6,0,Clear,0.8,0.7121,0.36,0.0896,144,213,357,Midday
4287,2011-07-02,Fall,2011,7,12,0,6,0,Clear,0.82,0.7121,0.3,0.1343,142,232,374,Midday
4288,2011-07-02,Fall,2011,7,13,0,6,0,Clear,0.82,0.7121,0.3,0.1045,178,226,404,Midday
4289,2011-07-02,Fall,2011,7,14,0,6,0,Clear,0.84,0.7121,0.2,0.0,177,215,392,Midday
4290,2011-07-02,Fall,2011,7,15,0,6,0,Clear,0.86,0.7273,0.19,0.1642,168,163,331,Midday
4291,2011-07-02,Fall,2011,7,16,0,6,0,Clear,0.88,0.7424,0.22,0.2239,206,192,398,Evening Rush
4292,2011-07-02,Fall,2011,7,17,0,6,0,Clear,0.84,0.7273,0.3,0.2239,179,170,349,Evening Rush
4293,2011-07-02,Fall,2011,7,18,0,6,0,Clear,0.82,0.7121,0.3,0.2836,193,190,383,Evening Rush
4294,2011-07-02,Fall,2011,7,19,0,6,0,Clear,0.8,0.697,0.33,0.2239,156,149,305,Evening Rush
4295,2011-07-02,Fall,2011,7,20,0,6,0,Clear,0.76,0.6818,0.45,0.2836,136,148,284,Midnight
4296,2011-07-02,Fall,2011,7,21,0,6,0,Clear,0.74,0.6667,0.48,0.194,95,137,232,Midnight
4297,2011-07-02,Fall,2011,7,22,0,6,0,Clear,0.72,0.6667,0.51,0.1642,78,123,201,Midnight
4298,2011-07-02,Fall,2011,7,23,0,6,0,Clear,0.72,0.6667,0.54,0.2836,66,88,154,Midnight
4299,2011-07-03,Fall,2011,7,0,0,0,0,Clear,0.7,0.6515,0.58,0.2239,47,97,144,Midnight
4300,2011-07-03,Fall,2011,7,1,0,0,0,Mist,0.7,0.6515,0.61,0.1642,23,55,78,Midnight
